epoch,train_loss,test_acc,lr,elapsed_s
54,0.12081907645702362,0.9011,0.010000000000000002,3167.249517917633
55,0.11553634072303771,0.9062,0.010000000000000002,3238.340297937393
56,0.11054144780635834,0.9036,0.010000000000000002,3374.8866250514984
57,0.10857863554477691,0.9041,0.010000000000000002,3425.8394401073456
58,0.10366380705595016,0.9028,0.010000000000000002,3472.8036110401154
59,0.10255276992321015,0.9057,0.010000000000000002,3524.43639087677
60,0.09931697810709476,0.9026,0.010000000000000002,3571.397700071335
61,0.09665351016283036,0.9039,0.010000000000000002,3620.4305379390717
62,0.0938083172750473,0.9044,0.010000000000000002,3666.6481771469116
63,0.08946496546983719,0.9036,0.010000000000000002,3711.8026280403137
64,0.0889363956618309,0.9048,0.010000000000000002,3756.177713871002
65,0.08655160059452056,0.9027,0.010000000000000002,3801.265123128891
66,0.08442612738847732,0.9055,0.010000000000000002,3846.0772590637207
67,0.08588997879981995,0.9053,0.010000000000000002,3891.0861208438873
68,0.08150160157680511,0.9056,0.010000000000000002,3936.270117998123
69,0.08004215331077576,0.904,0.010000000000000002,3982.333570957184
70,0.07781924794912339,0.9048,0.010000000000000002,4027.821217060089
71,0.07592673823475837,0.9007,0.010000000000000002,4072.2670838832855
72,0.07774254785060883,0.9026,0.010000000000000002,4118.037090063095
73,0.07471801538348198,0.9035,0.010000000000000002,4164.840443134308
74,0.07304291685342788,0.9033,0.0010000000000000002,4212.300486087799
75,0.06483885702133178,0.9035,0.0010000000000000002,4255.117220163345
76,0.06041577451229095,0.9085,0.0010000000000000002,4297.851149082184
77,0.06199862307906151,0.9048,0.0010000000000000002,4340.41997885704
78,0.05984459791779518,0.9042,0.0010000000000000002,4382.507719993591
79,0.05969098670482636,0.9059,0.0010000000000000002,4425.857330799103
80,0.06009588453531265,0.9076,0.0010000000000000002,4470.465382099152
81,0.058449338593482975,0.904,0.0010000000000000002,4526.448446989059
82,0.05694375486135483,0.9065,0.0010000000000000002,4575.458699941635
83,0.05799240687131882,0.9057,0.0010000000000000002,4620.013426780701
84,0.05533914491176605,0.9083,0.0010000000000000002,4665.852994918823
85,0.05783235004246235,0.9068,0.0010000000000000002,4712.904279947281
86,0.05374119895339012,0.9032,0.0010000000000000002,4766.925369977951
87,0.05553648349285126,0.9081,0.0010000000000000002,4841.163688898087
88,0.05590905182123184,0.9069,0.0010000000000000002,5062.7072649002075
89,0.054653858807086945,0.9066,0.0010000000000000002,5173.813873052597
90,0.054512098169326784,0.9037,0.0010000000000000002,6115.098689079285
91,0.054042268834114074,0.9055,0.0010000000000000002,6179.698058843613
92,0.05471875770926476,0.9033,0.0010000000000000002,6220.354161977768
93,0.05506915175676346,0.9054,0.0010000000000000002,6261.531144857407
94,0.05328729448735714,0.9088,0.0010000000000000002,6308.120699167252
95,0.05267049962759018,0.9039,0.0010000000000000002,6349.037148952484
96,0.053780992393493654,0.9034,0.0010000000000000002,6389.900444030762
97,0.05355625967741012,0.9062,0.0010000000000000002,6431.137829065323
98,0.05189702601790428,0.9052,0.0010000000000000002,6471.779704093933
99,0.0528166849899292,0.9035,0.0010000000000000002,6512.388918876648
